"row_id","path","date","views","pathTail","story_id","headline","teaser","neutral","happy","sad","fear","anger","disgust","surprise","valence","primary_emotion"
"191","/new-york/story/south-bronx/longwood/police-make-arrest-2012-bronx-homicide","2015-04-21","595","police-make-arrest-2012-bronx-homicide","606142","Police Make Arrest in 2012 Bronx Homicide","<p>Raheem Simon, 25, has been charged with the 2012 murder of Jared Jones.</p>","0.00","0.00","0.01","0.01","0.01","0.03","0.03","-1","7"
"192","/new-york/story/south-bronx/morrisania/sal-capone-mal-pacino-among-10-south-bronx-gangsters-busted-nypd","2015-04-21","281","sal-capone-mal-pacino-among-10-south-bronx-gangsters-busted-nypd","605140","'Sal Capone' and 'Mal Pacino' Among 10 South Bronx Gangsters Busted: NYPD","<p>Police arrested 10 more&nbsp;members of the Lyman Place Bosses, according to officers from the 42nd Precinct.</p>","0.00","0.15","0.00","0.00","0.00","0.00","0.00","-1","1"
"193","/new-york/story/st-george-port-richmond/port-richmond/15-year-old-girl-shot-face-police-say","2015-04-21","241","15-year-old-girl-shot-face-police-say","606124","15-Year-Old Girl Shot in the Face, Police Say","<p>She was walking with a friend in Staten Island when the suspect opened fire and hit her, police said.</p>","0.00","0.08","0.04","0.04","0.04","0.00","0.04","-1","1"
"194","/new-york/story/upper-west-side-morningside-heights/upper-west-side/man-found-dead-central-park-after-suspected-drug-overdose","2015-04-21","806","man-found-dead-central-park-after-suspected-drug-overdose","606139","Man Found Dead in Central Park After Suspected Drug Overdose","<p>The man was found inside the park along West Drive at West 72nd Street Sunday night.&nbsp;</p>","0.00","0.50","0.75","0.09","0.00","0.18","0.03","-1","2"
"195","/new-york/story/upper-west-side-morningside-heights/upper-west-side/trash-feeds-rats-after-nycha-fails-fix-broken-garbage-compactor","2015-04-21","649","trash-feeds-rats-after-nycha-fails-fix-broken-garbage-compactor","605523","Trash Feeds Rats After NYCHA Fails to Fix Broken Garbage Compactor","<p>With the compactor broken, Frederick Douglass Houses residents have to leave garbage outside.</p>","0.00","0.00","0.02","0.01","0.03","0.00","0.00","-1","7"
"197","/new-york/story/washington-heights-inwood/washington-heights/new-161st-street-development-seeking-tax-break-add-affordable-units","2015-04-21","112","new-161st-street-development-seeking-tax-break-add-affordable-units","605226","New 161st Street Development Seeking Tax Break to Add Affordable Units","<p>Sutton Management applied for 421a, a tax exemption for buildings with 20 percent affordable units.</p>","0.00","0.00","0.01","0.01","0.00","0.05","0.00","-1","7"
"198","/new-york/story/washington-heights-inwood/washington-heights/school-upgrades-community-garden-among-proposed-projects-for-funding","2015-04-21","495","school-upgrades-community-garden-among-proposed-projects-for-funding","605905","School Upgrades and Community Garden Among Proposed Projects for Funding","<p>Uptown residents can vote on which of 12 projects should get $1 million from City Councilman.</p>","0.00","0.23","0.00","0.00","0.00","0.02","0.02","1","1"
"199","/new-york/story/washington-heights-inwood/washington-heights/second-prefab-apartment-building-set-rise-uptown","2015-04-21","122","second-prefab-apartment-building-set-rise-uptown","604998","Second Prefab Apartment Building Set to Rise Uptown","<p>The Lilak will go up at 655 W. 187th St., near where a notorious 1950s murder occurred.</p>","0.00","0.00","0.15","0.08","0.08","0.08","0.00","1","7"
"200","/new-york/story/washington-heights-inwood/washington-heights/washington-heights-apartment-fire-injures-2-fdny-says","2015-04-21","843","washington-heights-apartment-fire-injures-2-fdny-says","606216","Washington Heights Apartment Fire Injures 2, FDNY Says ","<p>The blaze started on the fourth floor of a West 177th Street&nbsp;building Monday morning, the FDNY said.</p>","0.00","0.00","0.04","0.04","0.04","0.00","0.07","-1","7"
"201","/new-york/features/apartmentality/15-predictions-for-nycs-housing-market-2015","2015-10-12","105","15-predictions-for-nycs-housing-market-2015","577993","15 Predictions for NYC's Housing Market in 2015","<p>Expect a shift in the strategies of developers in 2015, including a focus on all things smaller.</p>","0.00","0.20","0.20","0.00","0.00","0.00","0.00","0","7"
"202","/new-york/features/apartmentality/how-hire-movers-new-york-city","2015-10-12","147","how-hire-movers-new-york-city","604937","How to Hire Movers in New York City","<p>When moving in the city, it&#39;s important to know what to expect and what to avoid.&nbsp;</p>","0.00","0.23","0.23","0.11","0.11","0.11","0.07","1","7"
"203","/new-york/features/apartmentality/map-where-can-average-new-yorker-afford-studio-apartment","2015-10-12","415","map-where-can-average-new-yorker-afford-studio-apartment","607056","MAP: Where Can the Average New Yorker Afford a Studio Apartment?","<p>Inwood, Riverdale and Bay Ridge are among the remaining neighborhoods with affordable apartments.</p>","0.00","0.00","0.00","0.00","0.00","0.05","0.00","-1","7"
"204","/new-york/features/get-out-do-this/4-things-do-this-week-new-york-citys-neighborhoods","2015-10-12","319","4-things-do-this-week-new-york-citys-neighborhoods","568465","4 Things To Do This Week in New York City's Neighborhoods ","<p>Documentaries, avant-garde films and an exhibit on rare books are on offer this week.</p>","0.00","0.23","0.04","0.04","0.04","0.05","0.00","1","1"
"205","/new-york/features/get-out-do-this/5-things-for-you-do-new-york-citys-neighborhoods-this-weekend","2015-10-12","103","5-things-for-you-do-new-york-citys-neighborhoods-this-weekend","613102","5 Things for You To Do in New York City's Neighborhoods This Weekend","<p>This week famous writers discuss their work and we celebrate NYC design and Hip Hop culture.</p>","0.00","0.23","0.04","0.04","0.04","0.05","0.00","-1","1"
"206","/new-york/features/on-inside/armed-robbery-crew-has-struck-20-times-bronx-westchester-sources","2015-10-12","679","armed-robbery-crew-has-struck-20-times-bronx-westchester-sources","601158","Armed Robbery Crew Has Struck 20 Times in The Bronx, Westchester: Sources","<p>A crew of up to four gunmen has robbed and beaten workers at gas stations and convenience stores.</p>","0.00","0.03","0.00","0.00","0.06","0.00","0.03","-1","4"
"207","/new-york/features/on-inside/heres-what-investigators-are-looking-for-under-east-village-blast-rubble","2015-10-12","110","heres-what-investigators-are-looking-for-under-east-village-blast-rubble","603076","Here's What Investigators Are Looking For Under East Village Blast Rubble","<p>Investigators sifting for gas stove hose used to &quot;improperly&quot; siphon gas from restaurant to apartments.</p>","0.17","0.00","0.00","0.00","0.00","0.00","0.00","0","0"
"208","/new-york/features/on-inside/nonprofit-for-troubled-moms-hired-conman-who-preyed-on-clients-sources-say","2015-10-12","3248","nonprofit-for-troubled-moms-hired-conman-who-preyed-on-clients-sources-say","564063","Nonprofit for Troubled Moms Hired Conman Who Preyed on Clients, Sources Say","<p>The Northern Manhattan Perinatal Partnership fired Daniel Rodriguez after learning of his actions.</p>","0.00","0.19","0.00","0.00","0.00","0.00","0.10","-1","1"
"209","/new-york/features/open-house-insider/open-house-agenda-3-apartments-see-this-weekend","2015-10-12","104","open-house-agenda-3-apartments-see-this-weekend","641635","Open House Agenda: 3 Apartments to See This Weekend","<p>These units offer good looks, good value and a little something extra.</p>","0.00","0.75","0.06","0.60","0.53","0.53","0.09","-1","1"
"211","/new-york/features/openings-closings/bed-stuy-bakery-caf-reopens-new-store-one-year-after-fire","2015-10-12","864","bed-stuy-bakery-caf-reopens-new-store-one-year-after-fire","608600","Bed-Stuy Bakery and Cafe Reopens New Store One Year After Fire","<p>Bread Love returns this summer at a new location on Fulton Street with baked goods, ice cream and more.</p>","0.00","0.75","0.15","0.18","0.08","0.05","0.04","1","1"
"212","/new-york/features/openings-closings/philip-seymour-hoffman-hangout-chocolate-bar-is-closing","2015-10-12","299","philip-seymour-hoffman-hangout-chocolate-bar-is-closing","605888","Philip Seymour Hoffman Hangout Chocolate Bar is Closing","<p>The Eighth Avenue cafe and sweetshop will close at the end of this month, the owner said.</p>","0.00","0.02","0.08","0.00","0.04","0.00","0.00","-1","2"
"213","/new-york/features/openings-closings/planet-fitness-plans-new-brooklyn-location-red-hook-lobster-pound-reopens","2015-10-12","350","planet-fitness-plans-new-brooklyn-location-red-hook-lobster-pound-reopens","608594","Planet Fitness Plans New Brooklyn Location, Red Hook Lobster Pound Reopens","<p>The fitness chain is slated to open at 239 Atlantic Ave., a company rep said.&nbsp;</p>","0.00","0.00","0.00","0.18","0.00","0.05","0.00","-1","7"
"214","/new-york/features/principal-of-week/brownsville-principals-school-gets-help-from-community-humans-of-new-york","2015-10-12","143","brownsville-principals-school-gets-help-from-community-humans-of-new-york","607644","Brownsville Principal's School Gets Help From Community, Humans of New York","<p>Nadia Lopez is the founding principal of Mott Hall Bridges Academy, a Brooklyn middle school.</p>","0.00","0.00","0.00","0.00","0.00","0.05","0.00","-1","7"
"215","/new-york/features/shop-city/brief-history-of-orchard-streets-oldest-stores","2015-10-12","241","brief-history-of-orchard-streets-oldest-stores","605833","A Brief History of Orchard Street's Oldest Stores","<p>Orchard Street&#39;s oldest stores are a reminder of a different era on the Lower East Side.&nbsp;</p>","0.00","0.00","0.15","0.00","0.00","0.00","0.00","-1","7"
"216","/new-york/features/shop-city/where-buy-ethically-made-clothing-honor-of-fashion-revolution-day","2015-10-12","2202","where-buy-ethically-made-clothing-honor-of-fashion-revolution-day","608157","Where to Buy Ethically Made Clothing in Honor of Fashion Revolution Day","<p>The style value of ethical fashion has come a long way in recent years.</p>","0.00","0.17","0.06","0.12","0.17","0.00","0.00","-1","7"
"218","/new-york/features/this-is-new-york/devils-footprint-toy-gorillas-6-unofficial-brooklyn-landmarks","2015-10-12","1990","devils-footprint-toy-gorillas-6-unofficial-brooklyn-landmarks","607271","6 Unofficial Brooklyn Landmarks","<p>From a boulder in Sunset Park to&nbsp;toy gorillas in Williamsburg, these sights are a part of the community.</p>","0.00","0.00","0.03","0.03","0.00","0.00","0.00","-1","7"
"219","/new-york/features/this-is-new-york/enraged-one-star-yelp-reviews-of-l-train","2015-10-12","2127","enraged-one-star-yelp-reviews-of-l-train","608527","Yelp Reviews of the L Train: 'Worst Commute Known to Man'","<p>NYC&#39;s favorite receptacle for rage has a doozy of a page for the L train.</p>","0.00","0.00","0.00","0.00","0.75","0.00","0.00","-1","7"
"220","/new-york/features/this-is-new-york/hbo-axes-williamsburgs-bar-game-of-thrones-screenings","2015-10-12","1068","hbo-axes-williamsburgs-bar-game-of-thrones-screenings","608165","HBO Axes Williamsburg's Bar 'Game of Thrones' Screenings","<p>HBO sent Videology a letter requesting it stop screening the popular show.</p>","0.00","0.00","0.00","0.00","0.00","0.12","0.00","-1","7"
"221","/new-york/features/this-is-new-york/mta-drops-words-from-subway-announcements","2015-10-12","1463","mta-drops-words-from-subway-announcements","608369","LISTEN: MTA Drops Words from Subway Announcements","<p>Subway announcer defies the rules of grammar&nbsp;in slightly shorter announcement at 5 train stop.</p>","0.17","0.00","0.00","0.00","0.00","0.00","0.00","0","0"
"222","/new-york/features/this-is-new-york/new-yorkers-this-rainy-weather-is-everything-we-feel-about-mondays","2015-10-12","109","new-yorkers-this-rainy-weather-is-everything-we-feel-about-mondays","608189","This Rainy Weather Is Everything We Feel About Mondays","<p>After a weekend that felt like summer, New Yorkers got soaked with April showers on Monday.</p>","0.00","0.08","0.09","0.04","0.04","0.30","0.00","-1","5"
"223","/new-york/features/this-is-new-york/no-catcalling-zone-signs-go-up-come-down-around-city","2015-10-12","191","no-catcalling-zone-signs-go-up-come-down-around-city","607763","'No Catcalling' Zone Signs Go Up Around the City","<p>And in other news, street harassment remains a divisive&nbsp;issue.</p>","0.00","0.12","0.23","0.11","0.11","0.11","0.00","1","2"
"224","/new-york/features/this-is-new-york/people-went-nuts-over-lilly-pulitzer-target-collection-this-weekend","2015-10-12","616","people-went-nuts-over-lilly-pulitzer-target-collection-this-weekend","608298","People Went Nuts Over the Lilly Pulitzer Target Collection This Weekend","<p>Most of Lilly Pulitzer Target collection sold out in just&nbsp;a few hours, according to reports.</p>","0.00","0.08","0.11","0.11","0.08","0.11","0.15","-1","7"
"225","/new-york/features/this-is-new-york/photo-comedian-trevor-noah-spots-tiny-ponies-on-new-york-city-street","2015-10-12","1887","photo-comedian-trevor-noah-spots-tiny-ponies-on-new-york-city-street","608490","PHOTO: Comedian Trevor Noah Spots Tiny Ponies on New York City Street","<p>Noah tweeted a perplexed selfie standing in front of two ponies Tuesday morning.</p>","0.00","0.05","0.23","0.11","0.11","0.11","0.00","1","2"
"226","/new-york/features/this-is-new-york/photo-girl-strolls-down-10th-avenue-with-tiny-pony","2015-10-12","203","photo-girl-strolls-down-10th-avenue-with-tiny-pony","608100","PHOTO: Girl Strolls Down 10th Avenue With Tiny Pony","<p>A&nbsp;girl and a brown pony wore matching pink&nbsp;outfits and went for a walk on 10th Avenue, a photo shows.</p>","0.00","0.00","0.11","0.00","0.03","0.00","0.00","-1","7"
"227","/new-york/features/this-is-new-york/woman-charged-12000-for-35-minute-uber-cab-ride","2015-10-12","5558","woman-charged-12000-for-35-minute-uber-cab-ride","608502","Woman Charged $12,000 For 35-Minute Uber Cab Ride","<p>A woman was charged $12,000 for a ride from Williamsburg to Midtown, according to a Reddit poster.</p>","0.00","0.00","0.00","0.00","0.00","0.00","0.03","0","7"
"228","/new-york/promotions/nyc-graduates-2014/story/10-tips-on-how-find-your-first-new-york-apartment","2015-10-12","101","10-tips-on-how-find-your-first-new-york-apartment","504050","10 Tips on How to Find Your First New York Apartment","<p>Apartment seekers should come armed with plenty of paperwork, experts said.</p>
","0.00","0.04","0.00","0.00","0.00","0.05","0.00","-1","5"
"229","/new-york/promotions/public-schools-guide/story/ten-things-know-get-your-child-free-pre-k-seat","2015-10-12","135","ten-things-know-get-your-child-free-pre-k-seat","360863","Ten Things To Know To Get Your Child a Free Pre-K Seat","<p>Pre-K applications for the fall of 2013 are due April 5.</p>
","0.00","0.10","0.07","0.03","0.03","0.03","0.02","-1","1"
"230","/new-york/story/astoria-long-island-city/long-island-city/antique-lic-payphone-will-record-your-thoughts-on-public-art","2015-10-12","263","antique-lic-payphone-will-record-your-thoughts-on-public-art","607834","Antique LIC Payphone Will Record Your Thoughts on Public Art","<p>A vintage phone booth is cropping up Long Island City to record your thoughts about public art.</p>","0.00","0.23","0.05","0.05","0.00","0.00","0.00","1","1"
"231","/new-york/story/astoria-long-island-city/long-island-city/dozens-of-zoned-students-waitlisted-at-ps-78-hunters-point","2015-10-12","613","dozens-of-zoned-students-waitlisted-at-ps-78-hunters-point","608349","Dozens of Zoned Students Waitlisted at P.S. 78 in Hunters Point","<p>Parents worry public&nbsp;school seats aren&#39;t&nbsp;keeping up with the growing neighborhood.</p>","0.00","0.04","0.02","0.75","0.00","0.00","0.00","-1","3"
"232","/new-york/story/astoria-long-island-city/long-island-city/landmarks-hold-public-hearing-on-long-island-city-clock-tower-building","2015-10-12","493","landmarks-hold-public-hearing-on-long-island-city-clock-tower-building","608288","Landmarks to Hold Public Hearing on Long Island City Clock Tower Building ","<p>The public can weigh in on whether the former Bank of Manhattan building in Queens should be landmarked.</p>","0.00","0.23","0.05","0.05","0.05","0.00","0.05","1","1"
"233","/new-york/story/astoria-long-island-city/long-island-city/lic-clock-tower-owner-backs-landmarking-promises-restoration","2015-10-12","164","lic-clock-tower-owner-backs-landmarking-promises-restoration","608537","LIC Clock Tower Owner Backs Landmarking and Promises Restoration ","<p>The Landmarks Preservation Commission will vote on the designation of the building on May 12.</p>","0.17","0.00","0.00","0.00","0.00","0.00","0.00","0","0"
"234","/new-york/story/bedford-stuyvesant/bed-stuy/16-year-old-killed-another-teen-injured-marcy-houses-shooting","2015-10-12","281","16-year-old-killed-another-teen-injured-marcy-houses-shooting","608077","16-Year-Old Killed and Another Teen Injured in Marcy Houses Shooting","<p>Dontea Bascom and a 13-year-old were shot while sitting in the housing complex&#39;s courtyard on Friday.</p>","0.00","0.45","0.00","0.00","0.00","0.00","0.14","-1","1"
"235","/new-york/story/bedford-stuyvesant/bed-stuy/affordable-tech-camp-teaches-bed-stuy-kids-about-social-issues","2015-10-12","128","affordable-tech-camp-teaches-bed-stuy-kids-about-social-issues","412437","Affordable Tech Camp Teaches Bed-Stuy Kids About Social Issues","<p>At the DIVAS for Social Justice STEAM Camp, kids make robots and think about their neighborhood.</p>
","0.00","0.00","0.01","0.09","0.01","0.03","0.01","-1","7"
"236","/new-york/story/bedford-stuyvesant/bed-stuy/brooklyn-parents-fundraise-after-budget-cuts-slash-weekend-tutoring-program","2015-10-12","328","brooklyn-parents-fundraise-after-budget-cuts-slash-weekend-tutoring-program","608180","Brooklyn Parents Fundraise After Budget Cuts Slash Weekend Tutoring Program","<p>Mandatory Saturday tutoring and additional after school sessions at Bedford Academy ended in February.</p>","0.17","0.00","0.00","0.00","0.00","0.00","0.00","0","0"
"237","/new-york/story/chelsea-hells-kitchen/chelsea/middle-schools-could-stop-weeding-out-kids-who-dont-rank-them-first","2015-10-12","547","middle-schools-could-stop-weeding-out-kids-who-dont-rank-them-first","608049","Middle Schools Could Stop Weeding Out Kids Who Don't Rank Them First","<p>A parent leader&nbsp;says schools should not be able to see how kids rank them during the admissions process.</p>","0.00","0.12","0.05","0.02","0.02","0.02","0.05","-1","1"
"239","/new-york/story/cobble-hill-carroll-gardens-red-hook/carroll-gardens/condo-building-with-bocce-court-vegetable-garden-is-75-percent-sold","2015-10-12","137","condo-building-with-bocce-court-vegetable-garden-is-75-percent-sold","607553","Condo Building With Bocce Court and Vegetable Garden is 75 Percent Sold","<p>345 Carroll Street hit the market last fall, the developer said.&nbsp;</p>","0.00","0.00","0.03","0.00","0.03","0.00","0.03","-1","7"
"240","/new-york/story/cobble-hill-carroll-gardens-red-hook/red-hook/few-weeks-left-check-out-red-hooks-traveling-spanish-bookshop","2015-10-12","271","few-weeks-left-check-out-red-hooks-traveling-spanish-bookshop","608088","Few Weeks Left to Check Out Red Hook's Traveling Spanish Bookshop","<p>Librer&iacute;a Donceles will remain open at 360 Van Brunt St. until May 15, its owner said.&nbsp;</p>","0.00","0.00","0.04","0.00","0.00","0.00","0.00","-1","7"
"241","/new-york/story/crown-heights-prospect-heights-prospect-lefferts-gardens/crown-heights/21-year-old-brooklyn-woman-found-dead-on-fire-escape-apparent-suicide","2015-10-12","881","21-year-old-brooklyn-woman-found-dead-on-fire-escape-apparent-suicide","608164","21-Year-Old Brooklyn Woman Found Dead on Fire Escape in Apparent Suicide","<p>Jennifer Lubanko&#39;s&nbsp;body was found Sunday morning on Utica Avenue&nbsp;in Crown Heights.</p>","0.00","0.50","0.75","0.04","0.04","0.00","0.04","-1","2"
"242","/new-york/story/downtown/civic-center/bobby-shmurdas-gs9-crew-charged-24-shootings-1-murder-investigators","2015-10-12","107","bobby-shmurdas-gs9-crew-charged-24-shootings-1-murder-investigators","576990","Bobby Shmurda's GS9 Crew Charged in 24 Shootings, 1 Murder: Investigators ","<p>Shmurda shot near a crowd outside an East Flatbush barbershop over the summer, prosecutors said.&nbsp;</p>","0.00","0.15","0.00","0.00","0.00","0.00","0.03","1","1"
"243","/new-york/story/downtown/civic-center/de-blasios-snub-of-clinton-earns-him-place-national-spotlight-experts","2015-10-12","121","de-blasios-snub-of-clinton-earns-him-place-national-spotlight-experts","607235","De Blasio's Snub of Clinton Earns Him Place in National Spotlight: Experts","<p>The mayor used the tools at his disposal to push his issues onto the national stage.</p>","0.00","0.00","0.05","0.00","0.05","0.00","0.00","-1","7"
"244","/new-york/story/downtown/financial-district/man-found-dead-hudson-river-police-say","2015-10-12","385","man-found-dead-hudson-river-police-say","608188","Man Found Dead in Hudson River, Police Say","<p>A 23-year-old man was found floating in the Hudson River on Sunday.</p>","0.00","0.50","0.75","0.02","0.00","0.00","0.03","-1","2"
"245","/new-york/story/downtown/financial-district/pure-barre-exercise-studio-opening-financial-district","2015-10-12","532","pure-barre-exercise-studio-opening-financial-district","608544","Pure Barre Exercise Studio Opening in Financial District","<p>The popular ballet-based exercise chain is slated to open its latest studio on Pine Street in May.</p>","0.00","0.00","0.23","0.23","0.00","0.12","0.00","-1","7"
"246","/new-york/story/downtown/tribeca/cab-driver-suffers-fatal-heart-attack-crashes-into-tour-bus-tribeca","2015-10-12","106","cab-driver-suffers-fatal-heart-attack-crashes-into-tour-bus-tribeca","608161","Cab Driver Suffers Fatal Heart Attack, Crashes Into Tour Bus In TriBeCa","<p>The 68-year-old driver was pronounced dead on arrival at New York-Presbyterian/Lower Manhattan Hospital.</p>","0.00","0.75","0.15","0.02","0.05","0.02","0.05","-1","1"
"247","/new-york/story/downtown/tribeca/severe-rat-infestation-continues-tribeca-lot-for-more-than-year","2015-10-12","117","severe-rat-infestation-continues-tribeca-lot-for-more-than-year","607881","'Severe' Rat Infestation Continues in TriBeCa Lot for More Than a Year","<p>Several spots in TriBeCa are hotbeds for rats, Department of Health officials said.</p>","0.00","0.00","0.10","0.38","0.10","0.15","0.00","-1","7"
"248","/new-york/story/east-new-york-brownsville/cypress-hills/man-shot-killed-cypress-hills-police-say","2015-10-12","239","man-shot-killed-cypress-hills-police-say","608075","Man Shot and Killed in Cypress Hills, Police Say","<p>The man succumbed to two gunshot wounds in the head and chest Sunday evening, police said.&nbsp;</p>","0.00","0.50","0.00","0.00","0.00","0.00","0.00","1","1"
"249","/new-york/story/east-new-york-brownsville/east-new-york/feds-shoot-at-suspect-during-east-new-york-heroin-bust-3-arrested-sources","2015-10-12","265","feds-shoot-at-suspect-during-east-new-york-heroin-bust-3-arrested-sources","608770","Feds Shoot at Suspect During East New York Heroin Bust, 3 Arrested: Sources","<p>Homeland Security agents shot at a suspect, but no one was injured, according to federal officials.&nbsp;</p>","0.00","0.45","0.08","0.04","0.04","0.75","0.14","-1","5"
"250","/new-york/story/east-new-york-brownsville/east-new-york/suv-driver-flees-after-fatally-hitting-woman-east-new-york-police-say","2015-10-12","189","suv-driver-flees-after-fatally-hitting-woman-east-new-york-police-say","608552","SUV Driver Flees After Fatally Hitting Woman in East New York, Police Say","<p>Sidney Ramsarup, 35, died from injuries after she was hit&nbsp;early Tuesday morning.</p>","0.00","0.00","0.00","0.00","0.03","0.08","0.03","-1","7"
"251","/new-york/story/east-village-lower-east-side/chinatown/fung-wah-promises-safer-ride-with-new-equipment-procedures","2015-10-12","343","fung-wah-promises-safer-ride-with-new-equipment-procedures","608609","Fung Wah Promises Safer Ride with New Equipment and Procedures","<p>New safeguards include a new electronic logging system and increased safety checks.</p>","0.00","0.00","0.00","0.00","0.00","0.05","0.00","-1","7"
"252","/new-york/story/east-village-lower-east-side/east-village/rockabilly-clothing-store-destroyed-by-second-ave-blast-open-new-pop-up","2015-10-12","166","rockabilly-clothing-store-destroyed-by-second-ave-blast-open-new-pop-up","608690","Rockabilly Clothing Store Destroyed by Second Ave. Blast to Open New Pop-Up","<p>Enz&#39;s, which first opened in 1978, will open a pop-up on East Sixth Street Thursday, said its owner.</p>","0.00","0.04","0.00","0.00","0.11","0.05","0.00","-1","4"
"253","/new-york/story/east-village-lower-east-side/east-village/tenant-coalition-files-four-lawsuits-against-landlord-for-harassment","2015-10-12","1064","tenant-coalition-files-four-lawsuits-against-landlord-for-harassment","608269","Tenant Coalition Files Four Lawsuits Against Landlord for Harassment","<p>Tenants of four SMA Equities-owned buildings in the Lower East Side and Nolita are suing their landlord.</p>","0.00","0.15","0.00","0.00","0.00","0.00","0.00","-1","1"
"254","/new-york/story/east-village-lower-east-side/east-village/watch-one-of-last-pigeon-keepers-east-village-tends-his-flock","2015-10-12","482","watch-one-of-last-pigeon-keepers-east-village-tends-his-flock","444335","WATCH: One of the Last Pigeon Keepers in the East Village Tends His Flock","<p>Anton van Dalen, an East Village artist, has kept pigeons on his roof since 1985.</p>
","0.00","0.05","0.15","0.00","0.00","0.00","0.00","-1","2"
"256","/new-york/story/forest-hills-rego-park-jamaica/forest-hills/elderly-forest-hills-woman-swindled-out-of-13k-jewelry-lottery-scam","2015-10-12","177","elderly-forest-hills-woman-swindled-out-of-13k-jewelry-lottery-scam","607754","Elderly Forest Hills Woman Swindled Out of $13K in Jewelry in Lottery Scam","<p>Police warned local residents against&nbsp;various scams.</p>","0.00","0.00","0.04","0.00","0.00","0.00","0.00","-1","7"
"257","/new-york/story/forest-hills-rego-park-jamaica/forest-hills/parents-furious-forest-hills-schools-dont-have-room-for-their-kids","2015-10-12","334","parents-furious-forest-hills-schools-dont-have-room-for-their-kids","607472","Parents Furious Forest Hills Schools Don't Have Room For Their Kids","<p>A number of parents said that their children were placed far from their zoned schools.</p>","0.00","0.75","0.04","0.03","0.00","0.03","0.00","-1","1"
"258","/new-york/story/forest-hills-rego-park-jamaica/forest-hills/two-robberies-within-hours-at-forest-hills-subway-station-police-say","2015-10-12","2326","two-robberies-within-hours-at-forest-hills-subway-station-police-say","608492","Two Robberies Within Hours at Forest Hills Subway Station, Police Say","<p>A group attacked a 21-year-old man&nbsp;inside the 71st-Continental Avenue subway station, police said.&nbsp;</p>","0.00","0.00","0.10","0.10","0.00","0.10","0.09","-1","7"
"259","/new-york/story/forest-hills-rego-park-jamaica/forest-hills/van-morrison-joins-who-santana-forest-hills-stadium-lineup","2015-10-12","1032","van-morrison-joins-who-santana-forest-hills-stadium-lineup","608172","Van Morrison Joins The Who and Santana in Forest Hills Stadium Lineup","<p>Residents will have a chance to discuss the upcoming concert series during a community forum Tuesday.</p>","0.00","0.00","0.00","0.00","0.03","0.00","0.08","-1","7"
"260","/new-york/story/forest-hills-rego-park-jamaica/jamaica/22m-rufus-king-park-renovation-includes-restored-gazebo-sprinklers","2015-10-12","419","22m-rufus-king-park-renovation-includes-restored-gazebo-sprinklers","608593","$2.2M Rufus King Park Renovation Includes Restored Gazebo and Sprinklers","<p>The project will include renovation of the gazebo and sprinklers.</p><p>&nbsp;</p>","0.00","0.04","0.00","0.00","0.00","0.00","0.00","-1","1"
"261","/new-york/story/forest-hills-rego-park-jamaica/jamaica/dozens-of-nypd-cameras-coming-high-crime-spots-southeast-queens","2015-10-12","421","dozens-of-nypd-cameras-coming-high-crime-spots-southeast-queens","608345","Dozens of NYPD Cameras Coming to High Crime Spots in Southeast Queens","<p>The cameras may roll out by this summer, according to Assemblyman William Scarborough.</p>","0.00","0.00","0.04","0.00","0.30","0.00","0.00","-1","7"
"262","/new-york/story/forest-hills-rego-park-jamaica/jamaica/man-stabbed-death-front-of-jamaica-restaurant-police-say","2015-10-12","460","man-stabbed-death-front-of-jamaica-restaurant-police-say","608248","Man Stabbed to Death in Front of Jamaica Restaurant, Police Say","<p>It was the first homicide in the neighborhood this&nbsp;year.</p><p>&nbsp;</p>","0.00","0.04","0.75","0.00","0.00","0.00","0.00","-1","2"
"263","/new-york/story/fort-greene-dumbo/clinton-hill/1064-two-bedroom-apartments-new-key-food-coming-myrtle-ave","2015-10-12","217","1064-two-bedroom-apartments-new-key-food-coming-myrtle-ave","607041","$1,064 Two-Bedroom Apartments and New Key Food Coming to Myrtle Ave.","<p>There are 19 affordable units at 490 Myrtle Ave., near Hall Street in Clinton Hill.</p>","0.00","0.53","0.00","0.00","0.00","0.05","0.00","1","1"
"266","/new-york/story/greenwich-village-soho/meatpacking-district/gansevoort-market-insists-it-isnt-going-anywhere-despite-pastis-rumors","2015-10-12","781","gansevoort-market-insists-it-isnt-going-anywhere-despite-pastis-rumors","604898","Gansevoort Market Insists It 'Isn't Going Anywhere' Despite Pastis Rumors","<p>A spokeswoman for the sprawling Meatpacking District &#39;marketplace&#39; said they have a two-year lease.</p>","0.00","0.00","0.00","0.00","0.03","0.00","0.00","-1","7"
"267","/new-york/story/greenwich-village-soho/soho/east-village-explosion-renews-soho-residents-fear-of-fire-escape-removal","2015-10-12","657","east-village-explosion-renews-soho-residents-fear-of-fire-escape-removal","604682","East Village Explosion Renews SoHo Residents' Fear of Fire Escape Removal","<p>The FDNY is concerned about the potential removal of fire escapes from two Greene Street buildings.</p>","0.00","0.00","0.04","0.75","0.10","0.00","0.10","-1","7"
"269","/new-york/story/harlem/central-harlem/get-harlem-one-bedroom-with-private-balcony-gym-for-675","2015-10-12","173","get-harlem-one-bedroom-with-private-balcony-gym-for-675","605711","Get a Harlem One-Bedroom With Private Balcony and Gym For $675","<p>The city&#39;s housing lottery is accepting applications.</p>","0.00","0.23","0.00","0.00","0.00","0.02","0.02","1","1"
